time iter num.topics num.tables likelihood gamma alpha split merge trial
 5373.00 00886 0057 158319 -4000972.86693 1.00000 1.00000 0 0 0
 5379.00 00887 0055 158435 -4000292.45978 1.00000 1.00000 0 0 0
 5385.00 00888 0056 158554 -4000178.58117 1.00000 1.00000 0 0 0
 5391.00 00889 0058 158405 -4000566.93406 1.00000 1.00000 0 0 0
 5398.00 00890 0058 158595 -4003343.01572 1.00000 1.00000 0 0 0
 5404.00 00891 0055 158571 -4004178.26263 1.00000 1.00000 0 0 0
 5410.00 00892 0055 158433 -4001724.29111 1.00000 1.00000 0 0 0
 5416.00 00893 0056 158438 -4000782.02909 1.00000 1.00000 0 0 0
 5422.00 00894 0056 158586 -4001700.48949 1.00000 1.00000 0 0 0
 5428.00 00895 0055 158480 -4001115.01388 1.00000 1.00000 0 0 0
 5434.00 00896 0056 158184 -3999182.43072 1.00000 1.00000 0 0 0
 5440.00 00897 0057 158320 -4000927.45339 1.00000 1.00000 0 0 0
 5447.00 00898 0059 158245 -3999965.17611 1.00000 1.00000 0 0 0
 5453.00 00899 0057 157898 -3998083.06635 1.00000 1.00000 0 0 0
 5459.00 00900 0056 158214 -4000327.71542 1.00000 1.00000 0 0 0
 5465.00 00901 0055 158059 -3998564.26090 1.00000 1.00000 0 0 0
 5471.00 00902 0056 158213 -3999150.31234 1.00000 1.00000 0 0 0
 5477.00 00903 0055 157948 -3996721.40483 1.00000 1.00000 0 0 0
 5483.00 00904 0055 158107 -3994823.22903 1.00000 1.00000 0 0 0
 5489.00 00905 0055 158025 -3995147.12276 1.00000 1.00000 0 0 0
 5495.00 00906 0055 158152 -3996906.91535 1.00000 1.00000 0 0 0
 5501.00 00907 0055 158104 -3995854.32124 1.00000 1.00000 0 0 0
 5507.00 00908 0056 157921 -3997501.04863 1.00000 1.00000 0 0 0
 5513.00 00909 0056 157852 -3997696.63263 1.00000 1.00000 0 0 0
 5519.00 00910 0056 158092 -3998240.23136 1.00000 1.00000 0 0 0
 5526.00 00911 0056 157895 -3997792.03014 1.00000 1.00000 0 0 0
 5532.00 00912 0055 158165 -3999399.03151 1.00000 1.00000 0 0 0
 5538.00 00913 0055 158155 -3999013.21399 1.00000 1.00000 0 0 0
 5544.00 00914 0056 158534 -4001481.32184 1.00000 1.00000 0 0 0
 5550.00 00915 0055 158565 -3999914.34287 1.00000 1.00000 0 0 0
 5556.00 00916 0055 158294 -3998915.43072 1.00000 1.00000 0 0 0
 5562.00 00917 0056 158240 -3998037.16648 1.00000 1.00000 0 0 0
 5568.00 00918 0056 158400 -3998125.84228 1.00000 1.00000 0 0 0
 5574.00 00919 0055 158227 -3998339.37206 1.00000 1.00000 0 0 0
 5580.00 00920 0055 158555 -4000619.73972 1.00000 1.00000 0 0 0
 5586.00 00921 0056 158259 -3999074.61223 1.00000 1.00000 0 0 0
 5592.00 00922 0056 158252 -3998860.39906 1.00000 1.00000 0 0 0
 5598.00 00923 0056 158298 -3999319.96740 1.00000 1.00000 0 0 0
 5604.00 00924 0055 158534 -4001919.19992 1.00000 1.00000 0 0 0
 5610.00 00925 0055 158501 -4003089.07714 1.00000 1.00000 0 0 0
 5616.00 00926 0055 158356 -4002235.20607 1.00000 1.00000 0 0 0
 5622.00 00927 0055 158164 -4000533.30661 1.00000 1.00000 0 0 0
 5628.00 00928 0055 158293 -4001312.02611 1.00000 1.00000 0 0 0
 5634.00 00929 0055 158346 -4000548.08016 1.00000 1.00000 0 0 0
 5640.00 00930 0057 158131 -4000093.25500 1.00000 1.00000 0 0 0
 5646.00 00931 0056 158103 -3999568.16271 1.00000 1.00000 0 0 0
 5652.00 00932 0056 158066 -3999778.71997 1.00000 1.00000 0 0 0
 5658.00 00933 0056 157928 -3999461.15906 1.00000 1.00000 0 0 0
 5664.00 00934 0055 158664 -4004204.62461 1.00000 1.00000 0 0 0
 5670.00 00935 0055 158143 -4001330.75313 1.00000 1.00000 0 0 0
 5676.00 00936 0057 157908 -3996419.64635 1.00000 1.00000 0 0 0
 5682.00 00937 0055 158253 -4000244.39140 1.00000 1.00000 0 0 0
 5688.00 00938 0057 158424 -4000372.55074 1.00000 1.00000 0 0 0
 5694.00 00939 0055 158332 -4000127.80255 1.00000 1.00000 0 0 0
 5700.00 00940 0055 158438 -4001038.98124 1.00000 1.00000 0 0 0
 5706.00 00941 0055 158695 -4001925.89180 1.00000 1.00000 0 0 0
 5712.00 00942 0057 158383 -4001118.12344 1.00000 1.00000 0 0 0
 5718.00 00943 0055 158000 -3998805.27990 1.00000 1.00000 0 0 0
 5724.00 00944 0055 158017 -3997966.59690 1.00000 1.00000 0 0 0
 5730.00 00945 0056 158085 -3997681.08426 1.00000 1.00000 0 0 0
 5736.00 00946 0055 157823 -3996777.59106 1.00000 1.00000 0 0 0
 5742.00 00947 0055 158102 -3999418.14856 1.00000 1.00000 0 0 0
 5748.00 00948 0057 158128 -3997810.28611 1.00000 1.00000 0 0 0
 5755.00 00949 0058 158034 -3997737.43927 1.00000 1.00000 0 0 0
 5761.00 00950 0056 158037 -3998642.24055 1.00000 1.00000 0 0 0
 5767.00 00951 0056 157908 -3998760.31967 1.00000 1.00000 0 0 0
 5773.00 00952 0056 157805 -3997278.07945 1.00000 1.00000 0 0 0
 5779.00 00953 0055 158068 -3999524.22329 1.00000 1.00000 0 0 0
 5785.00 00954 0055 157780 -3997763.88118 1.00000 1.00000 0 0 0
 5791.00 00955 0055 157997 -3998469.81652 1.00000 1.00000 0 0 0
 5797.00 00956 0056 158080 -3998067.51320 1.00000 1.00000 0 0 0
 5803.00 00957 0057 157857 -3996474.07903 1.00000 1.00000 0 0 0
 5809.00 00958 0058 158045 -3997641.33023 1.00000 1.00000 0 0 0
 5815.00 00959 0055 157708 -3996826.74476 1.00000 1.00000 0 0 0
 5821.00 00960 0056 157748 -3997128.54002 1.00000 1.00000 0 0 0
 5828.00 00961 0054 157626 -3996409.67517 1.00000 1.00000 0 0 0
 5834.00 00962 0055 157725 -3997265.96254 1.00000 1.00000 0 0 0
 5840.00 00963 0055 158043 -3998264.57253 1.00000 1.00000 0 0 0
 5845.00 00964 0054 158368 -4000034.32623 1.00000 1.00000 0 0 0
 5851.00 00965 0054 158009 -3997982.88976 1.00000 1.00000 0 0 0
 5857.00 00966 0054 157572 -3995488.99389 1.00000 1.00000 0 0 0
 5863.00 00967 0054 157568 -3995988.29139 1.00000 1.00000 0 0 0
 5869.00 00968 0054 157752 -3996959.00346 1.00000 1.00000 0 0 0
 5875.00 00969 0055 157945 -3998877.51123 1.00000 1.00000 0 0 0
 5881.00 00970 0056 157922 -3997845.47156 1.00000 1.00000 0 0 0
 5887.00 00971 0056 158222 -3999592.50686 1.00000 1.00000 0 0 0
 5893.00 00972 0056 158089 -3999757.28974 1.00000 1.00000 0 0 0
 5899.00 00973 0055 158076 -3999792.02621 1.00000 1.00000 0 0 0
 5905.00 00974 0056 157955 -3999961.37489 1.00000 1.00000 0 0 0
 5911.00 00975 0057 158558 -4002660.85932 1.00000 1.00000 0 0 0
 5917.00 00976 0056 158240 -4001416.56040 1.00000 1.00000 0 0 0
 5924.00 00977 0056 158291 -4001867.30162 1.00000 1.00000 0 0 0
 5930.00 00978 0055 158470 -4003373.53537 1.00000 1.00000 0 0 0
 5936.00 00979 0054 158628 -4002628.93246 1.00000 1.00000 0 0 0
 5942.00 00980 0054 158335 -4000752.64979 1.00000 1.00000 0 0 0
 5947.00 00981 0055 158265 -3999104.01172 1.00000 1.00000 0 0 0
 5953.00 00982 0055 158230 -3999930.76155 1.00000 1.00000 0 0 0
 5960.00 00983 0058 158357 -4000878.75188 1.00000 1.00000 0 0 0
 5966.00 00984 0057 158266 -3998498.39695 1.00000 1.00000 0 0 0
 5972.00 00985 0055 158032 -3996585.51826 1.00000 1.00000 0 0 0
 5978.00 00986 0056 158033 -3996853.35944 1.00000 1.00000 0 0 0
 5984.00 00987 0055 158168 -3998151.50066 1.00000 1.00000 0 0 0
 5990.00 00988 0055 158420 -4000707.14655 1.00000 1.00000 0 0 0
 5996.00 00989 0055 158312 -3998116.56698 1.00000 1.00000 0 0 0
 6002.00 00990 0055 158010 -3995964.33708 1.00000 1.00000 0 0 0
 6008.00 00991 0055 158417 -3999172.07224 1.00000 1.00000 0 0 0
 6014.00 00992 0055 158281 -3996719.64467 1.00000 1.00000 0 0 0
 6020.00 00993 0056 158269 -3997736.33555 1.00000 1.00000 0 0 0
 6026.00 00994 0055 157874 -3995792.88241 1.00000 1.00000 0 0 0
 6032.00 00995 0056 158200 -3995107.44474 1.00000 1.00000 0 0 0
 6038.00 00996 0056 158609 -3998253.14629 1.00000 1.00000 0 0 0
 6044.00 00997 0056 158430 -3998361.04340 1.00000 1.00000 0 0 0
 6050.00 00998 0057 158540 -3998574.55164 1.00000 1.00000 0 0 0
 6056.00 00999 0056 157959 -3995505.87800 1.00000 1.00000 0 0 0
 6062.00 01000 0056 158383 -3998065.59331 1.00000 1.00000 0 0 0
 6069.00 01001 0055 158274 -3997097.55752 1.00000 1.00000 0 0 0
 6075.00 01002 0056 158358 -3998036.77830 1.00000 1.00000 0 0 0
 6081.00 01003 0057 158326 -3998620.99407 1.00000 1.00000 0 0 0
 6087.00 01004 0055 158428 -3998960.28907 1.00000 1.00000 0 0 0
 6093.00 01005 0055 158266 -3996827.59675 1.00000 1.00000 0 0 0
 6099.00 01006 0057 158297 -3997467.16049 1.00000 1.00000 0 0 0
 6105.00 01007 0056 158439 -3996825.92464 1.00000 1.00000 0 0 0
 6111.00 01008 0058 158360 -3996483.74511 1.00000 1.00000 0 0 0
 6117.00 01009 0056 158343 -3996160.43711 1.00000 1.00000 0 0 0
 6124.00 01010 0056 158462 -3998107.48235 1.00000 1.00000 0 0 0
 6130.00 01011 0056 158320 -3996876.42203 1.00000 1.00000 0 0 0
 6136.00 01012 0057 158227 -3998253.28234 1.00000 1.00000 0 0 0
 6142.00 01013 0055 158409 -3999358.13773 1.00000 1.00000 0 0 0
 6148.00 01014 0055 158588 -4000598.32297 1.00000 1.00000 0 0 0
 6154.00 01015 0055 158458 -3999696.86961 1.00000 1.00000 0 0 0
 6160.00 01016 0056 158270 -3999928.62368 1.00000 1.00000 0 0 0
 6166.00 01017 0057 158685 -4001949.69861 1.00000 1.00000 0 0 0
 6172.00 01018 0055 158469 -4000170.29117 1.00000 1.00000 0 0 0
 6178.00 01019 0055 158175 -3999023.59498 1.00000 1.00000 0 0 0
 6184.00 01020 0057 158263 -3998555.23042 1.00000 1.00000 0 0 0
 6190.00 01021 0057 158269 -3998081.85820 1.00000 1.00000 0 0 0
 6196.00 01022 0056 158382 -3999381.29302 1.00000 1.00000 0 0 0
 6202.00 01023 0057 158334 -3999383.74064 1.00000 1.00000 0 0 0
 6209.00 01024 0056 158566 -4001094.91458 1.00000 1.00000 0 0 0
 6215.00 01025 0056 158388 -3999065.61283 1.00000 1.00000 0 0 0
 6221.00 01026 0056 158337 -3997686.23863 1.00000 1.00000 0 0 0
 6227.00 01027 0056 158082 -3996648.71965 1.00000 1.00000 0 0 0
 6233.00 01028 0056 158110 -3997718.25239 1.00000 1.00000 0 0 0
 6239.00 01029 0057 158098 -3996585.12181 1.00000 1.00000 0 0 0
 6245.00 01030 0058 158040 -3997565.11277 1.00000 1.00000 0 0 0
 6251.00 01031 0057 158727 -4001555.12936 1.00000 1.00000 0 0 0
 6257.00 01032 0056 158355 -3999452.79891 1.00000 1.00000 0 0 0
 6264.00 01033 0056 158461 -3998798.51757 1.00000 1.00000 0 0 0
 6270.00 01034 0055 158398 -3998514.20292 1.00000 1.00000 0 0 0
 6276.00 01035 0056 158882 -4000690.40618 1.00000 1.00000 0 0 0
 6282.00 01036 0055 158496 -3998137.35021 1.00000 1.00000 0 0 0
 6288.00 01037 0055 158487 -3999114.69270 1.00000 1.00000 0 0 0
 6294.00 01038 0055 158178 -3998054.53169 1.00000 1.00000 0 0 0
 6299.00 01039 0055 158412 -3999946.07951 1.00000 1.00000 0 0 0
 6306.00 01040 0057 158029 -3996624.28161 1.00000 1.00000 0 0 0
 6312.00 01041 0055 158400 -3997679.52283 1.00000 1.00000 0 0 0
 6318.00 01042 0055 158261 -3997037.75516 1.00000 1.00000 0 0 0
 6324.00 01043 0055 158170 -3995000.38408 1.00000 1.00000 0 0 0
 6330.00 01044 0056 158267 -3997494.76951 1.00000 1.00000 0 0 0
 6336.00 01045 0055 158026 -3994570.38337 1.00000 1.00000 0 0 0
 6341.00 01046 0055 158122 -3995653.78002 1.00000 1.00000 0 0 0
 6347.00 01047 0055 158191 -3996733.71123 1.00000 1.00000 0 0 0
 6353.00 01048 0055 158027 -3996104.57309 1.00000 1.00000 0 0 0
 6359.00 01049 0056 158056 -3998190.77743 1.00000 1.00000 0 0 0
 6365.00 01050 0056 157997 -3998181.85993 1.00000 1.00000 0 0 0
 6371.00 01051 0056 158095 -3998664.72726 1.00000 1.00000 0 0 0
 6377.00 01052 0055 157842 -3998088.88049 1.00000 1.00000 0 0 0
 6383.00 01053 0055 158093 -3999113.35073 1.00000 1.00000 0 0 0
 6389.00 01054 0056 158315 -3999333.23732 1.00000 1.00000 0 0 0
 6395.00 01055 0057 158297 -3998770.28096 1.00000 1.00000 0 0 0
 6401.00 01056 0055 158069 -3999328.90194 1.00000 1.00000 0 0 0
 6407.00 01057 0055 158652 -4001961.97173 1.00000 1.00000 0 0 0
 6413.00 01058 0055 158378 -3999893.35848 1.00000 1.00000 0 0 0
 6419.00 01059 0055 158441 -4000402.33071 1.00000 1.00000 0 0 0
 6425.00 01060 0055 158261 -4001601.85332 1.00000 1.00000 0 0 0
 6431.00 01061 0055 158740 -4002299.80282 1.00000 1.00000 0 0 0
 6437.00 01062 0055 158536 -4000514.13938 1.00000 1.00000 0 0 0
 6443.00 01063 0055 158822 -4000388.88310 1.00000 1.00000 0 0 0
 6449.00 01064 0057 158691 -4000712.94761 1.00000 1.00000 0 0 0
 6455.00 01065 0056 158483 -3998750.64794 1.00000 1.00000 0 0 0
 6461.00 01066 0056 158390 -3998816.22775 1.00000 1.00000 0 0 0
 6467.00 01067 0055 158290 -3996928.88443 1.00000 1.00000 0 0 0
 6473.00 01068 0055 158498 -4000086.01148 1.00000 1.00000 0 0 0
 6479.00 01069 0055 158485 -4000109.21498 1.00000 1.00000 0 0 0
 6485.00 01070 0055 158313 -3997393.69847 1.00000 1.00000 0 0 0
 6491.00 01071 0055 158280 -4000435.53272 1.00000 1.00000 0 0 0
 6497.00 01072 0055 158019 -3998478.01876 1.00000 1.00000 0 0 0
 6503.00 01073 0056 157683 -3997523.89280 1.00000 1.00000 0 0 0
 6509.00 01074 0056 158118 -3998472.37857 1.00000 1.00000 0 0 0
 6515.00 01075 0056 158257 -4000800.03229 1.00000 1.00000 0 0 0
 6521.00 01076 0055 158511 -4000900.34187 1.00000 1.00000 0 0 0
 6527.00 01077 0056 158336 -4001055.20203 1.00000 1.00000 0 0 0
 6533.00 01078 0055 158565 -4002721.38953 1.00000 1.00000 0 0 0
 6539.00 01079 0056 158111 -4000012.89560 1.00000 1.00000 0 0 0
 6545.00 01080 0055 157999 -3999958.04138 1.00000 1.00000 0 0 0
 6551.00 01081 0055 158138 -3999843.10166 1.00000 1.00000 0 0 0
 6557.00 01082 0055 157886 -3998819.99494 1.00000 1.00000 0 0 0
 6563.00 01083 0057 158083 -3999154.91500 1.00000 1.00000 0 0 0
 6569.00 01084 0056 157973 -3999184.60564 1.00000 1.00000 0 0 0
 6575.00 01085 0055 157869 -3998318.74702 1.00000 1.00000 0 0 0
 6581.00 01086 0055 157740 -3995257.11527 1.00000 1.00000 0 0 0
 6587.00 01087 0055 157944 -3995842.94844 1.00000 1.00000 0 0 0
 6593.00 01088 0056 158084 -3996533.68120 1.00000 1.00000 0 0 0
 6599.00 01089 0056 158192 -3998038.52226 1.00000 1.00000 0 0 0
 6605.00 01090 0057 158253 -3997551.92628 1.00000 1.00000 0 0 0
 6612.00 01091 0057 157920 -3996800.06621 1.00000 1.00000 0 0 0
 6618.00 01092 0057 157948 -3997369.55793 1.00000 1.00000 0 0 0
 6624.00 01093 0056 157679 -3996876.01193 1.00000 1.00000 0 0 0
 6630.00 01094 0056 157958 -3998506.89370 1.00000 1.00000 0 0 0
 6636.00 01095 0058 158024 -3999152.71505 1.00000 1.00000 0 0 0
 6643.00 01096 0055 157733 -3996539.30411 1.00000 1.00000 0 0 0
 6648.00 01097 0055 157831 -3997427.16335 1.00000 1.00000 0 0 0
 6655.00 01098 0055 157896 -3997411.52098 1.00000 1.00000 0 0 0
 6660.00 01099 0055 157827 -3996672.46725 1.00000 1.00000 0 0 0
 6667.00 01100 0056 157784 -3997954.85616 1.00000 1.00000 0 0 0
 6673.00 01101 0055 157903 -3998422.13441 1.00000 1.00000 0 0 0
 6679.00 01102 0055 157581 -3997497.25020 1.00000 1.00000 0 0 0
 6685.00 01103 0055 157632 -3998393.04404 1.00000 1.00000 0 0 0
 6691.00 01104 0056 158112 -3999915.77637 1.00000 1.00000 0 0 0
 6697.00 01105 0055 157997 -4000836.81084 1.00000 1.00000 0 0 0
 6703.00 01106 0055 158017 -4001360.64975 1.00000 1.00000 0 0 0
 6709.00 01107 0056 158036 -4000072.44206 1.00000 1.00000 0 0 0
 6715.00 01108 0055 157989 -4000209.76624 1.00000 1.00000 0 0 0
 6721.00 01109 0056 158273 -4000861.36334 1.00000 1.00000 0 0 0
 6727.00 01110 0055 158160 -4000350.05937 1.00000 1.00000 0 0 0
 6733.00 01111 0056 158008 -4000495.50700 1.00000 1.00000 0 0 0
 6739.00 01112 0055 157983 -4000565.56933 1.00000 1.00000 0 0 0
 6745.00 01113 0056 158266 -4003081.08491 1.00000 1.00000 0 0 0
 6751.00 01114 0055 158450 -4003297.79131 1.00000 1.00000 0 0 0
 6757.00 01115 0055 157781 -3998371.48815 1.00000 1.00000 0 0 0
 6763.00 01116 0055 158130 -4001423.69891 1.00000 1.00000 0 0 0
 6769.00 01117 0055 158048 -4001526.90341 1.00000 1.00000 0 0 0
 6774.00 01118 0055 158017 -4001601.54708 1.00000 1.00000 0 0 0
 6780.00 01119 0055 158010 -4001160.82802 1.00000 1.00000 0 0 0
 6786.00 01120 0055 158050 -3998852.32996 1.00000 1.00000 0 0 0
 6792.00 01121 0055 158029 -4000033.03670 1.00000 1.00000 0 0 0
 6798.00 01122 0056 157807 -3999975.87359 1.00000 1.00000 0 0 0
 6804.00 01123 0055 157922 -3999925.63299 1.00000 1.00000 0 0 0
 6810.00 01124 0055 158203 -3999589.36485 1.00000 1.00000 0 0 0
 6816.00 01125 0056 158278 -4001411.29808 1.00000 1.00000 0 0 0
 6822.00 01126 0056 157992 -3999398.82176 1.00000 1.00000 0 0 0
 6828.00 01127 0057 158275 -4000712.64680 1.00000 1.00000 0 0 0
 6835.00 01128 0056 158233 -4001220.54495 1.00000 1.00000 0 0 0
 6841.00 01129 0057 158116 -4001514.26850 1.00000 1.00000 0 0 0
 6847.00 01130 0057 158250 -3999646.83121 1.00000 1.00000 0 0 0
 6853.00 01131 0056 158656 -4001950.87343 1.00000 1.00000 0 0 0
 6859.00 01132 0055 158372 -4000368.15877 1.00000 1.00000 0 0 0
 6865.00 01133 0055 158013 -3999101.52264 1.00000 1.00000 0 0 0
 6871.00 01134 0056 158152 -3999604.51592 1.00000 1.00000 0 0 0
 6877.00 01135 0056 158218 -4000806.08923 1.00000 1.00000 0 0 0
 6883.00 01136 0056 157985 -3998968.89315 1.00000 1.00000 0 0 0
 6889.00 01137 0059 157871 -3998231.80128 1.00000 1.00000 0 0 0
 6896.00 01138 0055 157975 -3998943.13042 1.00000 1.00000 0 0 0
 6902.00 01139 0055 158208 -4001109.07550 1.00000 1.00000 0 0 0
 6908.00 01140 0055 158389 -4000716.47115 1.00000 1.00000 0 0 0
 6914.00 01141 0056 158026 -3999637.48716 1.00000 1.00000 0 0 0
 6920.00 01142 0056 158256 -4001279.81020 1.00000 1.00000 0 0 0
 6926.00 01143 0056 158306 -3999927.05789 1.00000 1.00000 0 0 0
 6932.00 01144 0056 158086 -3998547.05970 1.00000 1.00000 0 0 0
 6938.00 01145 0056 157994 -3997753.52699 1.00000 1.00000 0 0 0
 6944.00 01146 0056 158339 -3998768.28195 1.00000 1.00000 0 0 0
 6950.00 01147 0055 158158 -3997702.70884 1.00000 1.00000 0 0 0
 6956.00 01148 0056 158241 -3997067.06159 1.00000 1.00000 0 0 0
 6962.00 01149 0057 158133 -3997762.26533 1.00000 1.00000 0 0 0
 6968.00 01150 0055 158152 -3997505.44559 1.00000 1.00000 0 0 0
 6974.00 01151 0058 158186 -3998169.96761 1.00000 1.00000 0 0 0
 6980.00 01152 0057 158143 -3998520.24669 1.00000 1.00000 0 0 0
 6987.00 01153 0056 158415 -4001196.60709 1.00000 1.00000 0 0 0
 6993.00 01154 0056 158055 -3997705.27276 1.00000 1.00000 0 0 0
 6999.00 01155 0056 157849 -3997963.64973 1.00000 1.00000 0 0 0
 7005.00 01156 0055 157952 -3995505.60915 1.00000 1.00000 0 0 0
 7011.00 01157 0055 158172 -3997987.13536 1.00000 1.00000 0 0 0
 7017.00 01158 0056 158084 -3996808.37422 1.00000 1.00000 0 0 0
 7023.00 01159 0057 157941 -3996880.40931 1.00000 1.00000 0 0 0
 7029.00 01160 0056 158102 -3997989.25707 1.00000 1.00000 0 0 0
 7035.00 01161 0055 158028 -3996839.38213 1.00000 1.00000 0 0 0
 7041.00 01162 0056 158017 -3995386.25418 1.00000 1.00000 0 0 0
 7047.00 01163 0055 157998 -3995028.00733 1.00000 1.00000 0 0 0
 7053.00 01164 0056 158015 -3995923.70256 1.00000 1.00000 0 0 0
 7059.00 01165 0058 158135 -3995961.87775 1.00000 1.00000 0 0 0
 7065.00 01166 0055 157916 -3996317.74892 1.00000 1.00000 0 0 0
 7071.00 01167 0055 157874 -3998181.54011 1.00000 1.00000 0 0 0
 7077.00 01168 0055 158137 -3999431.60680 1.00000 1.00000 0 0 0
 7083.00 01169 0055 158104 -3998999.69494 1.00000 1.00000 0 0 0
 7089.00 01170 0055 157997 -3998520.67179 1.00000 1.00000 0 0 0
 7095.00 01171 0056 157859 -3998739.90139 1.00000 1.00000 0 0 0
 7101.00 01172 0056 157897 -3998484.80495 1.00000 1.00000 0 0 0
 7107.00 01173 0055 157893 -3998691.16355 1.00000 1.00000 0 0 0
 7113.00 01174 0055 157854 -3998007.23525 1.00000 1.00000 0 0 0
 7119.00 01175 0055 158031 -3998327.62023 1.00000 1.00000 0 0 0
 7125.00 01176 0055 157840 -3998622.23002 1.00000 1.00000 0 0 0
 7131.00 01177 0055 157947 -3997339.30304 1.00000 1.00000 0 0 0
 7137.00 01178 0057 158378 -4000755.50250 1.00000 1.00000 0 0 0
 7143.00 01179 0055 158023 -3997166.92220 1.00000 1.00000 0 0 0
 7149.00 01180 0055 157700 -3996417.07940 1.00000 1.00000 0 0 0
 7155.00 01181 0055 158064 -4000056.10846 1.00000 1.00000 0 0 0
 7161.00 01182 0055 157731 -3997939.32979 1.00000 1.00000 0 0 0
 7167.00 01183 0055 157724 -3998175.11969 1.00000 1.00000 0 0 0
 7173.00 01184 0055 157657 -3996555.56705 1.00000 1.00000 0 0 0
 7179.00 01185 0056 157426 -3996409.10894 1.00000 1.00000 0 0 0
 7185.00 01186 0056 157799 -3998335.22172 1.00000 1.00000 0 0 0
 7191.00 01187 0056 157911 -3999342.38780 1.00000 1.00000 0 0 0
 7197.00 01188 0057 158124 -3999140.29167 1.00000 1.00000 0 0 0
 7203.00 01189 0056 158097 -3998251.44375 1.00000 1.00000 0 0 0
 7209.00 01190 0055 158110 -3999166.68226 1.00000 1.00000 0 0 0
 7215.00 01191 0055 158122 -3999304.24745 1.00000 1.00000 0 0 0
 7221.00 01192 0055 158514 -4001735.93965 1.00000 1.00000 0 0 0
 7227.00 01193 0056 158401 -4000816.35920 1.00000 1.00000 0 0 0
 7233.00 01194 0055 158345 -3999329.28153 1.00000 1.00000 0 0 0
 7239.00 01195 0056 158077 -3998330.84257 1.00000 1.00000 0 0 0
 7245.00 01196 0056 158167 -3998120.95616 1.00000 1.00000 0 0 0
 7252.00 01197 0056 158167 -3999740.95016 1.00000 1.00000 0 0 0
 7258.00 01198 0055 157998 -3997573.29287 1.00000 1.00000 0 0 0
 7263.00 01199 0056 158235 -3998607.16271 1.00000 1.00000 0 0 0
 7270.00 01200 0056 158183 -3997554.61268 1.00000 1.00000 0 0 0
 7276.00 01201 0057 158318 -3997653.18009 1.00000 1.00000 0 0 0
 7282.00 01202 0056 158339 -3999084.85704 1.00000 1.00000 0 0 0
 7288.00 01203 0056 158140 -3998696.74317 1.00000 1.00000 0 0 0
 7294.00 01204 0056 157993 -3997981.44891 1.00000 1.00000 0 0 0
 7300.00 01205 0056 158034 -3999104.67723 1.00000 1.00000 0 0 0
 7306.00 01206 0058 158232 -4000582.22613 1.00000 1.00000 0 0 0
 7313.00 01207 0058 158129 -3999488.72987 1.00000 1.00000 0 0 0
 7319.00 01208 0058 158157 -3999514.58352 1.00000 1.00000 0 0 0
 7325.00 01209 0058 157958 -3998840.07138 1.00000 1.00000 0 0 0
 7331.00 01210 0056 157826 -3998442.75593 1.00000 1.00000 0 0 0
 7337.00 01211 0057 158097 -4000003.81334 1.00000 1.00000 0 0 0
 7344.00 01212 0055 158082 -3999214.77638 1.00000 1.00000 0 0 0
 7350.00 01213 0056 158222 -4000118.15483 1.00000 1.00000 0 0 0
 7356.00 01214 0056 158018 -3999412.91690 1.00000 1.00000 0 0 0
 7362.00 01215 0056 158109 -3997992.94960 1.00000 1.00000 0 0 0
 7368.00 01216 0056 158227 -3998569.26834 1.00000 1.00000 0 0 0
 7374.00 01217 0056 157875 -3999322.72459 1.00000 1.00000 0 0 0
 7380.00 01218 0056 157938 -4001329.72262 1.00000 1.00000 0 0 0
 7386.00 01219 0057 158359 -4003871.40264 1.00000 1.00000 0 0 0
 7392.00 01220 0056 158173 -4004072.86915 1.00000 1.00000 0 0 0
 7398.00 01221 0055 158087 -4002025.67379 1.00000 1.00000 0 0 0
 7404.00 01222 0056 158249 -4001542.89140 1.00000 1.00000 0 0 0
 7410.00 01223 0055 158266 -4002943.61148 1.00000 1.00000 0 0 0
 7416.00 01224 0055 158072 -4002527.49850 1.00000 1.00000 0 0 0
 7422.00 01225 0055 158012 -4001928.89343 1.00000 1.00000 0 0 0
 7428.00 01226 0055 158000 -4001238.60831 1.00000 1.00000 0 0 0
 7434.00 01227 0055 158142 -4001392.02104 1.00000 1.00000 0 0 0
 7440.00 01228 0055 158167 -4001599.06642 1.00000 1.00000 0 0 0
 7446.00 01229 0057 158286 -4001098.68386 1.00000 1.00000 0 0 0
 7452.00 01230 0056 157892 -3999740.36298 1.00000 1.00000 0 0 0
 7458.00 01231 0056 157807 -3999399.64434 1.00000 1.00000 0 0 0
 7464.00 01232 0057 157862 -3999440.00815 1.00000 1.00000 0 0 0
 7471.00 01233 0055 157870 -3999570.45635 1.00000 1.00000 0 0 0
 7477.00 01234 0058 158130 -4000939.66637 1.00000 1.00000 0 0 0
 7483.00 01235 0056 158053 -4002347.66060 1.00000 1.00000 0 0 0
 7489.00 01236 0058 158000 -4001966.36235 1.00000 1.00000 0 0 0
 7495.00 01237 0059 157951 -4003289.27103 1.00000 1.00000 0 0 0
 7502.00 01238 0058 158142 -4003939.01326 1.00000 1.00000 0 0 0
 7508.00 01239 0058 158298 -4003546.69165 1.00000 1.00000 0 0 0
 7514.00 01240 0059 158125 -4001477.54865 1.00000 1.00000 0 0 0
 7521.00 01241 0057 158557 -4003240.25664 1.00000 1.00000 0 0 0
 7527.00 01242 0057 158310 -4002529.20640 1.00000 1.00000 0 0 0
 7533.00 01243 0056 157949 -4000277.58257 1.00000 1.00000 0 0 0
